"Subject" "Activity" "tBodyAccMag-std()" "tBodyAccMag-min()" "tGravityAccMag-std()" "tGravityAccMag-min()" "tBodyAccJerkMag-std()" "tBodyAccJerkMag-min()" "tBodyGyroMag-std()" "tBodyGyroMag-min()" "tBodyGyroJerkMag-std()" "tBodyGyroJerkMag-min()" "fBodyAccMag-std()" "fBodyAccMag-min()" "fBodyBodyAccJerkMag-std()" "fBodyBodyAccJerkMag-min()" "fBodyBodyGyroMag-std()" "fBodyBodyGyroMag-min()" "fBodyBodyGyroJerkMag-std()" "fBodyBodyGyroJerkMag-min()"
"1681" 15 "WALKING" -0.42780692 -0.74508466 -0.42780692 -0.74508466 -0.41412259 -0.256627 -0.42760584 -0.6446808 -0.67783702 -0.69088872 -0.57832849 -0.85546059 -0.46790348 -0.71759994 -0.47311183 -0.95714212 -0.69916852 -0.97506017
"1682" 14 "WALKING" -0.47010797 -0.39285109 -0.47010797 -0.39285109 -0.50362693 -0.69924832 -0.22873914 -0.36863561 -0.55387146 -0.72558896 -0.54681887 -0.65158418 -0.52154433 -0.77817648 -0.31244037 -0.90120589 -0.61319454 -0.93460293
"1683" 25 "WALKING" -0.53856149 -0.92762854 -0.53856149 -0.92762854 -0.53537772 -0.64842277 -0.55246141 -0.58273164 -0.77744128 -0.89446729 -0.58395286 -0.97337182 -0.49311583 -0.7447532 -0.59485727 -0.96679069 -0.76853391 -0.97106988
"1684" 25 "WALKING" -0.53942112 -0.92762854 -0.53942112 -0.92762854 -0.59298621 -0.51464096 -0.48378716 -0.64889802 -0.78672203 -0.89446729 -0.60134617 -0.98112807 -0.59881677 -0.78480923 -0.52459036 -0.91443042 -0.79947976 -0.77998317
"1685" 25 "WALKING" -0.53753888 -0.87772817 -0.53753888 -0.87772817 -0.53597171 -0.69438251 -0.49288159 -0.64889802 -0.77205147 -0.63077248 -0.61372144 -0.89599683 -0.51215829 -0.90768854 -0.52404837 -0.97259935 -0.77045274 -0.83911494
"1686" 24 "WALKING" -0.41340337 -0.59956598 -0.41340337 -0.59956598 -0.31232181 -0.45828075 -0.52169845 -0.32479103 -0.50510091 -0.57888102 -0.53117397 -0.96726051 -0.22861433 -0.35223694 -0.65411553 -0.62774279 -0.5227961 -0.64704476
"1687" 24 "WALKING" -0.45614922 -0.59956598 -0.45614922 -0.59956598 -0.37310984 -0.37699428 -0.51637416 -0.404616 -0.52558005 -0.52916199 -0.57472441 -0.9574518 -0.33003116 -0.74001193 -0.65706505 -0.83085877 -0.5743193 -0.60105034
"1688" 1 "WALKING" -0.26627391 -0.74150823 -0.26627391 -0.74150823 -0.14358044 -0.20005397 -0.14268962 -0.55009947 -0.30304085 -0.55089401 -0.42225968 -0.97119075 -0.11953962 -0.37622569 -0.30415416 -0.7446329 -0.39035666 -0.71425708
"1689" 1 "WALKING" -0.24002292 -0.58229609 -0.24002292 -0.58229609 -0.12212111 -0.16963657 -0.099522253 -0.50210241 -0.19401136 -0.65849491 -0.41830027 -0.61620328 -0.11600375 -0.58427057 -0.28667994 -0.15342356 -0.32881358 -0.47889783
"1690" 19 "WALKING" -0.19938843 -0.366136 -0.19938843 -0.366136 -0.044947896 -0.44707209 -0.094773805 -0.72284248 -0.46487768 -0.4872688 -0.3913545 -0.75752498 -0.086845648 -0.32014052 -0.17348626 -0.76960145 -0.5474992 -0.88175729
"1691" 19 "WALKING" -0.12185862 -0.53037347 -0.12185862 -0.53037347 0.015635043 -0.24254481 0.011238978 -0.51618102 -0.12501018 -0.66239672 -0.34607303 -0.80229526 -0.030472604 -0.41775802 -0.15332167 -0.52296322 -0.21143038 0.060368329
"1692" 27 "WALKING" -0.43801156 -0.68422128 -0.43801156 -0.68422128 -0.29366212 -0.50743614 -0.54073997 -0.86856902 -0.70915022 -0.5843399 -0.5820083 -0.86038957 -0.27023217 -0.40734091 -0.57478512 -0.89320636 -0.72215833 -0.96496316
"1693" 19 "WALKING" -0.10730058 -0.50883414 -0.10730058 -0.50883414 0.050040258 -0.29442387 -0.10686223 -0.19779705 -0.43960303 -0.58476909 -0.34042111 -0.84226869 -0.081430003 -0.4990621 -0.17468703 -0.94325946 -0.49318793 -0.48613205
"1694" 22 "WALKING" 0.029984332 -0.5289881 0.029984332 -0.5289881 0.35868145 -0.91972617 -0.33534184 -0.86050359 -0.51298011 -0.5328557 -0.27358519 -0.32030735 0.34632703 0.012677212 -0.42642103 -0.87793447 -0.51530127 -0.32870215
"1695" 15 "WALKING" -0.41965635 -0.63185138 -0.41965635 -0.63185138 -0.44548651 -0.88752448 -0.55409573 -0.82901936 -0.69285919 -0.87077284 -0.53388108 -0.80933955 -0.44070033 -0.70655812 -0.59015804 -0.81004502 -0.67874107 -0.86767275
"1696" 22 "WALKING" -0.17179149 -0.47616336 -0.17179149 -0.47616336 0.13422049 -0.4982531 -0.38728084 -0.57406375 -0.5007527 -0.54053359 -0.37752438 -0.65586583 0.22077874 -0.68358545 -0.42488114 -0.84601822 -0.43141815 -0.52824868
"1697" 15 "WALKING" -0.40353477 -0.58512743 -0.40353477 -0.58512743 -0.41372629 -0.26488852 -0.43426913 -0.68606485 -0.66110647 -0.72302527 -0.53338206 -0.92357074 -0.47980271 -0.81746974 -0.46049356 -0.91549602 -0.67113989 -0.85389769
"1698" 19 "WALKING" -0.3324319 -0.64679572 -0.3324319 -0.64679572 -0.2357401 -0.56542152 -0.22797514 -0.61071035 -0.51961316 -0.210231 -0.52376126 -0.84822195 -0.29602013 -0.10692617 -0.30472169 -0.80787105 -0.59075613 -0.66709658
"1699" 19 "WALKING" -0.13999372 -0.76406735 -0.13999372 -0.76406735 -0.24932361 -0.51738918 -0.011422839 -0.31070012 -0.46435272 -0.32308257 -0.31045849 -0.76923752 -0.31761142 -0.50453946 -0.150198 -0.58700946 -0.5534313 -0.58382091
"1700" 25 "WALKING" -0.55466863 -0.76286328 -0.55466863 -0.76286328 -0.50591529 -0.74166054 -0.58277002 -0.61903122 -0.75146816 -0.79908194 -0.62334125 -0.9163197 -0.49299946 -0.96977138 -0.61642205 -0.94655598 -0.76527124 -0.7837698
"1701" 25 "WALKING" -0.5842469 -0.8498791 -0.5842469 -0.8498791 -0.56721327 -0.74166054 -0.5942032 -0.75134281 -0.74597065 -0.79908194 -0.66095488 -0.92522941 -0.56938636 -0.69999218 -0.65150572 -0.9254571 -0.74511058 -0.85998783
"1702" 17 "WALKING" -0.55408442 -0.32571053 -0.55408442 -0.32571053 -0.30651403 -0.6718819 -0.57853827 -0.44831554 -0.42099424 -0.591464 -0.66558405 -0.87089189 -0.31792524 -0.79263956 -0.72479699 -0.84046196 -0.4030682 -0.64156705
"1703" 27 "WALKING" -0.39942521 -0.71966386 -0.39942521 -0.71966386 -0.19114624 -0.67871836 -0.58971187 -0.82650048 -0.69490592 -0.49272907 -0.5259863 -0.90884099 -0.17439338 -0.48014544 -0.62630893 -0.76990837 -0.7087972 -0.70492468
"1704" 14 "WALKING" -0.35266294 -0.59950863 -0.35266294 -0.59950863 -0.33742441 -0.61003035 -0.21343346 -0.63977743 -0.60481585 -0.43138101 -0.47634658 -0.84438415 -0.32511883 -0.86164423 -0.26586457 -0.82834741 -0.67058193 -0.52851667
"1705" 1 "WALKING" -0.1833052 -0.60002344 -0.1833052 -0.60002344 -0.076899022 -0.21035548 -0.23547414 -0.59835453 -0.44745156 -0.58776977 -0.40432436 -0.60443395 -0.15457071 -0.65818664 -0.33204219 -0.78209635 -0.48223636 -0.58530499
"1706" 14 "WALKING" -0.40767496 -0.44685285 -0.40767496 -0.44685285 -0.41197262 -0.69706868 -0.21111744 -0.63977743 -0.61349395 -0.47725093 -0.50614697 -0.74787945 -0.45772477 -0.83770799 -0.25652629 -0.946068 -0.66841099 -0.81925808
"1707" 19 "WALKING" -0.10330313 -0.49156154 -0.10330313 -0.49156154 0.057215549 0.045300469 -0.094075956 -0.76626492 -0.36549359 -0.59534907 -0.27712469 -0.62761795 0.09115124 -0.62074889 -0.12911951 -0.76344921 -0.37730424 -0.91747583
"1708" 17 "WALKING" -0.51370052 -0.38111481 -0.51370052 -0.38111481 -0.30406203 -0.67848884 -0.58203408 -0.68102316 -0.5158625 -0.32245696 -0.62344472 -0.6999596 -0.29738145 -0.3803604 -0.69915704 -0.85303621 -0.51192022 -0.76303369
"1709" 19 "WALKING" -0.15186901 -0.43822252 -0.15186901 -0.43822252 0.05869705 -0.47883358 -0.14611956 -0.4756544 -0.42760086 -0.37058937 -0.40462816 -0.93161816 -0.07491346 -0.56670297 -0.25819769 -0.83085145 -0.54079016 -0.66173976
"1710" 17 "WALKING" -0.54294364 -0.5119537 -0.54294364 -0.5119537 -0.33331284 -0.49802989 -0.59309688 -0.82107003 -0.53340495 -0.63054331 -0.66689457 -0.65385527 -0.29033735 -0.54294865 -0.72245562 -0.98538746 -0.55778125 -0.86466321
"1711" 22 "WALKING" -0.22969807 -0.67435287 -0.22969807 -0.67435287 0.005299778 -0.3471544 -0.40425192 -0.27947515 -0.51473588 -0.18842399 -0.44832726 -0.6146892 0.079535348 -0.23012449 -0.46363257 -0.89576644 -0.48650425 -0.65250934
"1712" 17 "WALKING" -0.50452086 -0.46489282 -0.50452086 -0.46489282 -0.30523665 -0.59777596 -0.57253372 -0.45484202 -0.42153851 -0.48112781 -0.62664761 -0.83794738 -0.31616033 -0.70315191 -0.71601555 -0.74724191 -0.40728162 -0.79367244
"1713" 19 "WALKING" -0.10174044 -0.54593143 -0.10174044 -0.54593143 0.024746149 0.044019696 -0.0468871 -0.24613591 -0.37315063 -0.5690945 -0.29838567 -0.94444884 0.012386724 -0.73740783 -0.10576605 -0.55082056 -0.37632258 -0.47438207
"1714" 17 "WALKING" -0.5218635 -0.31584549 -0.5218635 -0.31584549 -0.30109946 -0.6718819 -0.59397994 -0.45484202 -0.44419477 -0.591464 -0.61649108 -0.83473249 -0.26965166 -0.62215879 -0.72840449 -0.78700376 -0.39588944 -0.66682123
"1715" 19 "WALKING" -0.26067984 -0.64679572 -0.26067984 -0.64679572 -0.17772862 -0.56542152 -0.28705224 -0.61071035 -0.53225474 -0.37257683 -0.43401554 -0.9136717 -0.20761249 -0.66653007 -0.40946692 -0.79813836 -0.58042479 -0.98036371
"1716" 19 "WALKING" -0.13397886 -0.47442239 -0.13397886 -0.47442239 0.064190836 -0.22009975 -0.088811433 -0.72284248 -0.35729921 -0.5690945 -0.28882785 -0.85444685 0.10519386 -0.88354827 -0.14627141 -0.49293544 -0.38577383 -0.94933905
"1717" 17 "WALKING" -0.52679469 -0.40036154 -0.52679469 -0.40036154 -0.30343762 -0.65942366 -0.58327892 -0.39813772 -0.48296643 -0.60527553 -0.6342608 -0.97755281 -0.27145839 -0.71189944 -0.7131631 -0.87111968 -0.49737647 -0.54307773
"1718" 17 "WALKING" -0.53705578 -0.40036154 -0.53705578 -0.40036154 -0.30254762 -0.62837723 -0.54622323 -0.41010697 -0.42683646 -0.60527553 -0.66034409 -0.87559341 -0.37994344 -0.75769422 -0.71072739 -0.77109803 -0.42588183 -0.9621013
"1719" 22 "WALKING" -0.12280529 -0.67435287 -0.12280529 -0.67435287 0.2558791 -0.91972617 -0.38911093 -0.27947515 -0.52481526 -0.17929843 -0.38723613 -0.89830318 0.23395886 -0.15957494 -0.48739974 -0.44113895 -0.49620324 -0.50903191
"1720" 19 "WALKING" -0.16909508 -0.50883414 -0.16909508 -0.50883414 -0.0069967226 -0.44707209 -0.16615716 -0.36430465 -0.5513667 -0.58476909 -0.40644019 -0.98798872 -0.15043031 -0.61051884 -0.21752995 -0.8893265 -0.62070353 -0.53258446
"1721" 19 "WALKING" -0.29256795 -0.54593143 -0.29256795 -0.54593143 -0.18020945 0.015707766 -0.058550714 -0.36375687 -0.46299494 -0.51960162 -0.45470636 -0.80013903 -0.20588406 -0.46608715 -0.16718837 -0.78791605 -0.51803869 -0.97361692
"1722" 19 "WALKING" -0.16249887 -0.59291382 -0.16249887 -0.59291382 -0.1390789 -0.36721682 -0.22159065 -0.53751529 -0.47106356 -0.37257683 -0.38989639 -0.94107115 -0.18003768 -0.48434189 -0.38803307 -0.78514369 -0.58912602 -0.73190105
"1723" 7 "WALKING_UPSTAIRS" -0.41366731 -0.75194211 -0.41366731 -0.75194211 -0.53040717 -0.33496474 -0.34316786 -0.5303949 -0.67027079 -0.73838264 -0.48169328 -0.8661683 -0.5789263 -0.87879652 -0.34566817 -0.85521172 -0.68183474 -0.88785466
"1724" 30 "WALKING_UPSTAIRS" -0.21718366 -0.64167524 -0.21718366 -0.64167524 -0.46086891 -0.56229712 0.22168693 -0.42907378 -0.69781291 -0.68573707 -0.31184897 -0.68690104 -0.53677567 -0.97138766 0.25651944 -0.63470004 -0.70620242 -0.86356442
"1725" 30 "WALKING_UPSTAIRS" -0.20611436 -0.65323005 -0.20611436 -0.65323005 -0.46550651 -0.56800419 -0.11470058 -0.17244242 -0.72833839 -0.73531073 -0.3039082 -0.92075122 -0.50980953 -0.70336245 -0.11589179 -0.7976732 -0.76467083 -0.73272191
"1726" 3 "WALKING_UPSTAIRS" -0.38868397 -0.91715326 -0.38868397 -0.91715326 -0.57013922 -0.61949429 -0.70465476 -0.51025968 -0.7963804 -0.73517808 -0.48197174 -0.89251435 -0.63475526 -0.82676914 -0.75092217 -0.93654554 -0.81920398 -0.9555056
"1727" 29 "WALKING_UPSTAIRS" 0.044330815 -0.73872822 0.044330815 -0.73872822 -0.17213967 -0.4202722 -0.16594682 -0.25851463 -0.73693865 -0.78157565 -0.080812604 -0.84735866 -0.2152626 -0.097372789 -0.17516268 -0.71120418 -0.82418569 -0.71389796
"1728" 6 "WALKING_UPSTAIRS" -0.093817603 -0.40628547 -0.093817603 -0.40628547 -0.215783 -0.47591883 -0.22328033 -0.38468899 -0.38263457 0.24396808 -0.22287159 -0.79279657 -0.15408576 -0.82028598 -0.36838157 -0.77453064 -0.39174948 -0.92653381
"1729" 5 "WALKING_UPSTAIRS" -0.11200475 -0.393925 -0.11200475 -0.393925 -0.28145978 -0.14306898 -0.20064243 -0.39236097 -0.52356548 -0.606383 -0.24537991 -0.89936279 -0.3760606 -0.39634614 -0.27566163 -0.86251645 -0.59213041 -0.55307452
"1730" 3 "WALKING_UPSTAIRS" -0.31946284 -0.7055545 -0.31946284 -0.7055545 -0.4144253 -0.74815699 -0.36548475 -0.88310464 -0.65595459 -0.75723897 -0.43564871 -0.85081453 -0.46957293 -0.80614112 -0.42032853 -0.81787211 -0.65359292 -0.77942254
"1731" 26 "WALKING_UPSTAIRS" -0.15200688 -0.80215875 -0.15200688 -0.80215875 -0.37527482 -0.68307065 -0.47874264 -0.46103319 -0.67078932 -0.68839528 -0.25629759 -0.89229836 -0.39148537 -0.6204947 -0.51864456 -0.88765647 -0.68728372 -0.71402606
"1732" 5 "WALKING_UPSTAIRS" -0.16054477 -0.62887868 -0.16054477 -0.62887868 -0.28366922 -0.17720556 -0.41292377 -0.63945459 -0.59252005 -0.49877195 -0.25617278 -0.838769 -0.4284945 -0.3645846 -0.51238624 -0.84622308 -0.61516376 -0.50457564
"1733" 5 "WALKING_UPSTAIRS" -0.1774724 -0.62887868 -0.1774724 -0.62887868 -0.3122223 -0.62002745 -0.38432013 0.16401735 -0.56875607 -0.50529135 -0.30204231 -0.62612212 -0.41921054 -0.74878807 -0.46698041 -0.84357102 -0.57097725 -0.82810041
"1734" 12 "WALKING_UPSTAIRS" -0.34730989 -0.78181712 -0.34730989 -0.78181712 -0.2898855 -0.36989192 -0.61102512 -0.27922143 -0.70870147 -0.69644089 -0.46326132 -0.68326953 -0.31003045 -0.44179388 -0.65294736 -0.9543309 -0.69276893 -0.92233569
"1735" 3 "WALKING_UPSTAIRS" -0.37831566 -0.72176828 -0.37831566 -0.72176828 -0.49294779 -0.77412079 -0.52362607 -0.56319466 -0.75351867 -0.86191692 -0.47211807 -0.7285604 -0.54882839 -0.72545457 -0.54225108 -0.90124568 -0.75986558 -0.7781863
"1736" 29 "WALKING_UPSTAIRS" 0.077640643 -0.64012116 0.077640643 -0.64012116 -0.12273944 -0.4202722 0.090276373 -0.25851463 -0.69738574 -0.78157565 -0.061801324 -0.92348165 -0.19464949 -0.9023136 0.10246539 -0.97274812 -0.78043287 -0.86576166
"1737" 6 "WALKING_UPSTAIRS" -0.16558724 -0.54624395 -0.16558724 -0.54624395 -0.29844078 -0.79796753 -0.54445665 0.047021561 -0.70482713 -0.83476732 -0.27643506 -0.97332336 -0.27727028 -0.71882428 -0.61449369 -0.9510346 -0.70965436 -0.84319862
"1738" 26 "WALKING_UPSTAIRS" -0.197068 -0.88104415 -0.197068 -0.88104415 -0.36013168 -0.64557045 -0.42724344 -0.65357518 -0.70776801 -0.73924667 -0.32171911 -0.89451563 -0.41510742 -0.76467057 -0.47894679 -0.90094566 -0.74143767 -0.80556448
"1739" 5 "WALKING_UPSTAIRS" -0.042373741 -0.79513434 -0.042373741 -0.79513434 -0.35604995 -0.070383444 -0.49790427 -0.27930827 -0.63396873 -0.31511564 -0.13599486 -0.8617582 -0.42507084 -0.85901305 -0.58158655 -0.88607818 -0.67272574 -0.83745615
"1740" 3 "WALKING_UPSTAIRS" -0.26031415 -0.9497319 -0.26031415 -0.9497319 -0.27225835 -0.57356919 -0.46633103 -0.88310464 -0.68635627 -0.75723897 -0.43749369 -0.98380842 -0.25610864 -0.92132453 -0.49482483 -0.86826442 -0.70882058 -0.93422951
"1741" 6 "WALKING_UPSTAIRS" -0.0069530528 -0.73102809 -0.0069530528 -0.73102809 -0.14567296 -0.56083835 -0.29136171 -0.37566294 -0.36858305 -0.48066459 -0.15492101 -0.79027463 -0.17457951 -0.68225157 -0.42993276 -0.58014662 -0.39941737 -0.41000009
"1742" 6 "WALKING_UPSTAIRS" -0.07605846 -0.67685095 -0.07605846 -0.67685095 -0.11585236 -0.81818366 -0.17669182 -0.53928183 -0.33848837 -0.39802751 -0.23272367 -0.70859004 -0.088970661 -0.740077 -0.29621831 -0.84021047 -0.27328288 -0.93304541
"1743" 5 "WALKING_UPSTAIRS" -0.14918404 -0.70693209 -0.14918404 -0.70693209 -0.31243153 -0.1526672 -0.34254998 -0.68780812 -0.51275529 -0.45529921 -0.22069986 -0.89557726 -0.40057721 -0.92623079 -0.44114288 -0.82990951 -0.52039614 -0.81365182
"1744" 27 "WALKING_UPSTAIRS" -0.42012018 -0.65011339 -0.42012018 -0.65011339 -0.5420804 -0.77384853 -0.64544987 -0.17860085 -0.81561357 -0.82692026 -0.49158528 -0.78922761 -0.55319815 -0.86070212 -0.67029772 -0.80083043 -0.83496586 -0.82974086
"1745" 6 "WALKING_UPSTAIRS" -0.12170585 -0.48407237 -0.12170585 -0.48407237 -0.27193767 -0.33282351 -0.34070537 -0.3371207 -0.50136942 -0.81006876 -0.23529545 -0.80628566 -0.21897921 -0.71445012 -0.43807582 -0.80442317 -0.51255808 -0.40243454
"1746" 26 "WALKING_UPSTAIRS" -0.14784044 -0.8128586 -0.14784044 -0.8128586 -0.36875398 -0.74309292 -0.49020536 -0.46103319 -0.59328139 -0.74110897 -0.26889507 -0.83507395 -0.42756522 -0.48831865 -0.54520372 -0.8483183 -0.58587005 -0.70609618
"1747" 7 "WALKING_UPSTAIRS" -0.42676335 -0.82235846 -0.42676335 -0.82235846 -0.52202665 -0.85083773 -0.5079557 -0.6602656 -0.70179248 -0.73838264 -0.49042377 -0.84561655 -0.52220429 -0.64227525 -0.54934403 -0.77688631 -0.73081646 -0.95494109
"1748" 3 "WALKING_UPSTAIRS" -0.41291252 -0.55717432 -0.41291252 -0.55717432 -0.51312082 -0.61949429 -0.3421493 -0.3922418 -0.78766797 -0.90238105 -0.51799104 -0.97871016 -0.54149015 -0.9444104 -0.36094284 -0.9380872 -0.81447845 -0.92276081
"1749" 19 "WALKING_UPSTAIRS" -0.30106779 -0.63440044 -0.30106779 -0.63440044 -0.48706071 -0.4097207 -0.36081731 -0.51856537 -0.65453916 -0.51745841 -0.41413256 -0.91343629 -0.58688451 -0.585613 -0.42657842 -0.86729512 -0.7147934 -0.95644714
"1750" 29 "WALKING_UPSTAIRS" 0.036509166 -0.69589103 0.036509166 -0.69589103 -0.19554578 -0.38946419 0.075945174 0.12349406 -0.69467489 -0.56963775 -0.061345645 -0.90647994 -0.22517394 -0.84553401 0.10985931 -0.86994847 -0.7618612 -0.60560237
"1751" 6 "WALKING_UPSTAIRS" -0.011109462 -0.54624395 -0.011109462 -0.54624395 -0.16437948 -0.91441945 -0.49629006 -0.13114343 -0.64658155 -0.77055952 -0.10300356 -0.96519764 -0.12531256 -0.94542605 -0.57941879 -0.87966491 -0.64446158 -0.99345805
"1752" 3 "WALKING_UPSTAIRS" -0.45244928 -0.61321506 -0.45244928 -0.61321506 -0.53532349 -0.79898205 -0.5951335 -0.82350821 -0.76749727 -0.83992336 -0.57434339 -0.69135921 -0.55623796 -0.47734754 -0.62293937 -0.88856051 -0.78769187 -0.9091766
"1753" 5 "WALKING_UPSTAIRS" -0.021544057 -0.67928639 -0.021544057 -0.67928639 -0.41291178 -0.14306898 -0.4447689 -0.39236097 -0.62376772 -0.58455547 -0.15155827 -0.90281005 -0.52165342 -0.79115744 -0.5445088 -0.75899472 -0.68710382 -0.89351902
"1754" 6 "WALKING_UPSTAIRS" 0.0042516968 -0.68174932 0.0042516968 -0.68174932 -0.011094472 -0.31931653 -0.26123415 -0.69899107 -0.31032076 -0.79482224 -0.13979777 -0.95179271 0.0088365665 -0.12137818 -0.40034095 -0.96210037 -0.34205964 -0.31400807
"1755" 6 "WALKING_UPSTAIRS" -0.058353228 -0.73102809 -0.058353228 -0.73102809 -0.18034813 -0.41101429 -0.25739381 -0.52536851 -0.39079721 -0.068355637 -0.21310418 -0.92758641 -0.2175567 -0.4691613 -0.41476363 -0.84801385 -0.42061524 -0.65653997
"1756" 5 "WALKING_UPSTAIRS" -0.1584901 -0.56012534 -0.1584901 -0.56012534 -0.34799751 -0.02600161 -0.47519614 -0.62315175 -0.58569647 -0.70060652 -0.27784257 -0.88557003 -0.45157814 -0.48579637 -0.58324956 -0.87367289 -0.60168312 -0.86822171
"1757" 6 "WALKING_UPSTAIRS" -0.048802221 -0.55800811 -0.048802221 -0.55800811 -0.052300789 -0.67231781 -0.14194263 -0.52536851 -0.29107829 -0.53866454 -0.20869746 -0.93716801 -0.066430633 -0.002158823 -0.27374737 -0.82562213 -0.29787113 -0.72011548
"1758" 28 "WALKING_UPSTAIRS" -0.29833233 -0.71517868 -0.29833233 -0.71517868 -0.42070033 -0.78712139 -0.58907814 -0.68959123 -0.7664069 -0.5944641 -0.3990841 -0.83080423 -0.43467276 -0.68095233 -0.63055061 -0.90161572 -0.80578294 -0.82629135
"1759" 5 "WALKING_UPSTAIRS" -0.18301056 -0.79928864 -0.18301056 -0.79928864 -0.39417846 -0.1526672 -0.40229782 -0.59522255 -0.53804557 -0.49405897 -0.27429378 -0.95428063 -0.42795228 -0.71350349 -0.48317811 -0.95329412 -0.528019 -0.62055813
"1760" 6 "WALKING_UPSTAIRS" -0.033356051 -0.60138833 -0.033356051 -0.60138833 -0.23840621 -0.47591883 -0.25783515 -0.5934478 -0.40974463 0.024251298 -0.21214574 -0.86753298 -0.19114143 -0.67444389 -0.35926604 -0.86277754 -0.43381109 -0.64244762
"1761" 3 "WALKING_UPSTAIRS" -0.50807055 -0.79536979 -0.50807055 -0.79536979 -0.53550178 -0.61806301 -0.15537909 -0.5930717 -0.79155106 -0.90238105 -0.59869658 -0.97740877 -0.58628018 -0.83705321 -0.13010106 -0.78952444 -0.82969455 -0.94171375
"1762" 28 "WALKING_UPSTAIRS" -0.29168408 -0.58091766 -0.29168408 -0.58091766 -0.27671857 -0.49475949 -0.50968721 -0.77907756 -0.6595431 -0.68165636 -0.42913621 -0.86026726 -0.37403686 -0.76138978 -0.5789478 -0.93182912 -0.70235438 -0.62112955
"1763" 28 "WALKING_UPSTAIRS" -0.10630822 -0.79357623 -0.10630822 -0.79357623 -0.34475367 -0.65726419 -0.27579334 -0.38070114 -0.64299472 -0.81669216 -0.24740445 -0.74043204 -0.38245524 -0.5510339 -0.31022974 -0.93028556 -0.66673948 -0.98375682
"1764" 29 "WALKING_UPSTAIRS" 0.036284499 -0.89544761 0.036284499 -0.89544761 -0.2623227 -0.92134362 -0.26106419 -0.23808472 -0.71342878 -0.6913911 -0.071697834 -0.8484669 -0.26385941 -0.77744941 -0.26221248 -0.90903086 -0.76434586 -0.91079824
"1765" 28 "WALKING_UPSTAIRS" -0.24917453 -0.75644925 -0.24917453 -0.75644925 -0.43490023 -0.67278458 -0.53843702 -0.7189185 -0.72519415 -0.94001666 -0.3245321 -0.61820524 -0.44101721 -0.43364596 -0.57431838 -0.71496121 -0.75474885 -0.92673575
"1766" 6 "WALKING_UPSTAIRS" -0.15081534 -0.49829882 -0.15081534 -0.49829882 -0.222707 -0.48423151 -0.24186151 -0.28042145 -0.48444395 0.20757715 -0.28974334 -0.77268632 -0.25489078 -0.65623903 -0.35692697 -0.8339736 -0.52903007 -0.92866649
"1767" 30 "WALKING_UPSTAIRS" -0.36279775 -0.61893133 -0.36279775 -0.61893133 -0.62325267 -0.85478028 -0.42055236 -0.088847801 -0.81798831 -0.77358094 -0.43171138 -0.91568304 -0.6412594 -0.88240157 -0.40160833 -0.95972732 -0.84208383 -0.83811038
"1768" 6 "WALKING_UPSTAIRS" 0.10507736 -0.4249972 0.10507736 -0.4249972 0.085104476 -0.67231781 -0.10143116 -0.69899107 -0.23283295 -0.57410372 -0.039459423 -0.74360206 0.19099761 -0.32021515 -0.25809053 -0.69383337 -0.2251042 -0.91949354
"1769" 14 "WALKING_UPSTAIRS" 0.0023504606 -0.65493042 0.0023504606 -0.65493042 -0.30671863 -0.7903407 0.18942196 -0.62317335 -0.5472839 -0.49661701 -0.10364508 -0.82526229 -0.37973299 -0.94702149 0.14929653 -0.72278712 -0.6029502 -0.6268892
"1770" 29 "WALKING_UPSTAIRS" -0.043457984 -0.73872822 -0.043457984 -0.73872822 -0.26459711 -0.33688707 -0.18043594 -0.13745819 -0.76450051 -0.69165992 -0.17308631 -0.87728499 -0.31886668 -0.7451126 -0.17082105 -0.84242168 -0.82216941 -0.62286823
"1771" 26 "WALKING_UPSTAIRS" -0.21910383 -0.80519297 -0.21910383 -0.80519297 -0.40788943 -0.57267132 -0.54228732 -0.52093538 -0.71796054 -0.71452222 -0.34679074 -0.58988045 -0.45717652 -0.62135729 -0.58870565 -0.96326921 -0.74473119 -0.61889009
"1772" 3 "WALKING_UPSTAIRS" -0.29209463 -0.82028962 -0.29209463 -0.82028962 -0.41711172 -0.4797002 -0.51966726 -0.67536208 -0.65939947 -0.50137844 -0.4009345 -0.84350975 -0.52529773 -0.37667481 -0.6052348 -0.98841272 -0.68042595 -0.71756648
"1773" 3 "WALKING_UPSTAIRS" -0.26406953 -0.82028962 -0.26406953 -0.82028962 -0.46833956 -0.7905768 -0.5024332 -0.28316783 -0.68668704 -0.599893 -0.37037349 -0.85010143 -0.53561228 -0.85209633 -0.56522797 -0.90277841 -0.71370889 -0.68696617
"1774" 26 "WALKING_UPSTAIRS" -0.15560511 -0.74500757 -0.15560511 -0.74500757 -0.42584462 -0.43698945 -0.47227115 -0.4532946 -0.70100771 -0.40380172 -0.28433165 -0.55911528 -0.47709757 -0.78854987 -0.51183125 -0.86425043 -0.71458379 -0.834744
"1775" 7 "WALKING_UPSTAIRS" -0.44947303 -0.75194211 -0.44947303 -0.75194211 -0.54583661 -0.81741051 -0.34961626 -0.31761747 -0.65033131 -0.67033953 -0.51764712 -0.83902717 -0.58054678 -0.62931502 -0.35177409 -0.94272764 -0.65664896 -0.86715023
